id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
46470,Female,disloyal Customer,20,Business travel,Eco,73,2,4,2,4,2,2,2,2,3,3,3,1,4,2,0,0,neutral or dissatisfied
24592,Female,Loyal Customer,34,Business travel,Eco,526,5,4,4,4,5,5,5,5,1,4,5,2,3,5,0,0,satisfied
28610,Male,Loyal Customer,33,Business travel,Business,2466,3,3,3,3,4,4,4,3,2,4,5,4,2,4,163,158,satisfied
30978,Female,Loyal Customer,40,Business travel,Eco,1476,2,1,1,1,2,2,2,2,1,3,4,1,4,2,0,0,neutral or dissatisfied
100448,Female,Loyal Customer,14,Personal Travel,Eco,1180,1,4,1,3,1,1,1,1,4,4,5,3,5,1,0,5,neutral or dissatisfied
79864,Male,Loyal Customer,36,Business travel,Business,3430,1,1,1,1,4,5,4,5,5,5,5,4,5,5,0,0,satisfied
64496,Male,Loyal Customer,52,Business travel,Business,190,1,1,1,1,3,2,3,4,4,4,1,3,4,3,0,0,neutral or dissatisfied
94531,Female,Loyal Customer,38,Business travel,Eco,323,3,1,1,1,3,4,3,3,1,3,4,2,4,3,27,27,neutral or dissatisfied
93635,Female,Loyal Customer,50,Personal Travel,Eco,577,2,4,2,3,2,4,4,2,2,2,2,4,2,3,0,0,neutral or dissatisfied
40780,Male,Loyal Customer,27,Business travel,Eco,590,0,1,1,1,5,1,5,5,3,1,3,5,3,5,0,0,satisfied
24657,Female,disloyal Customer,28,Business travel,Eco,873,3,3,3,3,4,3,4,4,3,5,5,1,4,4,0,0,neutral or dissatisfied
15986,Male,disloyal Customer,38,Business travel,Eco,780,2,2,2,4,3,2,3,3,1,1,5,4,1,3,0,10,neutral or dissatisfied
72812,Male,Loyal Customer,20,Business travel,Eco Plus,1045,2,2,2,2,2,1,2,2,4,5,4,1,4,2,14,2,neutral or dissatisfied
124370,Female,Loyal Customer,59,Business travel,Business,2349,1,1,1,1,5,4,4,4,4,4,4,3,4,4,0,0,satisfied
124089,Male,Loyal Customer,60,Business travel,Business,3363,4,4,4,4,5,4,4,2,2,2,2,5,2,4,0,0,satisfied
126986,Female,Loyal Customer,25,Business travel,Business,651,1,1,3,1,2,3,2,2,5,3,4,3,5,2,0,0,satisfied
63420,Female,Loyal Customer,49,Personal Travel,Eco,447,4,5,4,2,5,5,5,2,2,4,3,3,2,3,0,0,satisfied
102136,Female,Loyal Customer,40,Business travel,Business,1788,5,5,5,5,4,4,4,5,5,5,5,5,5,5,84,92,satisfied
73259,Male,Loyal Customer,8,Personal Travel,Eco,675,1,2,1,4,1,1,1,1,2,3,4,4,4,1,0,0,neutral or dissatisfied
95959,Female,Loyal Customer,66,Business travel,Business,3389,5,5,5,5,4,4,5,5,5,5,5,4,5,3,0,0,satisfied
1124,Male,Loyal Customer,23,Personal Travel,Eco,158,4,5,4,1,4,4,4,4,3,2,4,4,4,4,0,0,neutral or dissatisfied
124125,Female,Loyal Customer,51,Business travel,Business,2145,1,1,1,1,3,4,3,5,5,5,3,1,5,2,10,1,satisfied
87694,Male,Loyal Customer,65,Personal Travel,Eco,591,2,5,2,2,4,2,4,4,3,4,4,3,4,4,71,69,neutral or dissatisfied
20280,Female,Loyal Customer,56,Personal Travel,Eco,235,2,5,2,1,3,5,2,5,5,2,5,4,5,5,0,0,neutral or dissatisfied
13395,Male,Loyal Customer,70,Personal Travel,Eco,456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,45,satisfied
38685,Female,Loyal Customer,35,Business travel,Eco Plus,2588,4,3,3,3,4,4,4,4,5,3,4,2,2,4,0,0,satisfied
42835,Male,Loyal Customer,55,Business travel,Business,2742,0,0,0,4,4,2,3,2,2,2,2,4,2,3,30,13,satisfied
15508,Female,Loyal Customer,35,Personal Travel,Eco,164,1,5,1,1,3,1,4,3,5,3,5,5,5,3,3,0,neutral or dissatisfied
88774,Male,Loyal Customer,69,Business travel,Business,404,4,4,4,4,4,5,5,4,4,4,4,4,4,4,0,0,satisfied
88944,Female,disloyal Customer,25,Business travel,Business,1199,3,4,3,3,5,3,5,5,4,,4,5,4,5,0,0,neutral or dissatisfied
24078,Male,Loyal Customer,42,Personal Travel,Eco,866,3,2,3,4,5,3,3,5,3,4,4,1,4,5,0,0,neutral or dissatisfied
19516,Female,Loyal Customer,22,Business travel,Eco Plus,566,3,3,3,3,3,3,2,3,4,3,4,3,3,3,5,3,neutral or dissatisfied
56336,Female,disloyal Customer,35,Business travel,Business,200,3,3,3,2,5,3,5,5,5,5,5,5,5,5,0,0,neutral or dissatisfied
22147,Male,Loyal Customer,18,Personal Travel,Business,633,3,4,3,4,1,3,5,1,3,2,5,4,5,1,0,0,neutral or dissatisfied
21079,Female,Loyal Customer,33,Business travel,Eco,227,4,5,5,5,4,4,4,4,3,2,4,3,2,4,0,0,satisfied
23150,Female,Loyal Customer,48,Business travel,Eco,223,4,4,4,4,5,4,2,4,4,4,4,3,4,1,0,0,satisfied
43608,Male,disloyal Customer,40,Business travel,Eco,297,1,0,1,3,2,1,2,2,5,5,4,5,1,2,0,0,neutral or dissatisfied
92566,Male,Loyal Customer,29,Business travel,Business,2139,5,5,5,5,4,4,4,4,3,5,3,4,4,4,0,0,satisfied
44102,Male,Loyal Customer,46,Business travel,Business,473,1,1,1,1,4,1,4,5,5,5,5,5,5,3,0,0,satisfied
9858,Male,Loyal Customer,60,Personal Travel,Eco,531,3,4,3,4,4,3,4,4,4,2,4,5,4,4,24,31,neutral or dissatisfied
21165,Male,disloyal Customer,57,Business travel,Business,192,5,5,5,4,5,5,5,5,5,4,5,4,5,5,0,5,satisfied
27337,Female,Loyal Customer,37,Business travel,Eco,978,5,4,4,4,5,5,5,5,4,1,1,3,4,5,0,0,satisfied
106039,Female,disloyal Customer,40,Business travel,Business,452,4,4,4,4,3,4,3,3,3,3,4,5,4,3,5,0,satisfied
53506,Male,Loyal Customer,8,Personal Travel,Eco,2419,4,4,4,4,4,5,5,3,4,4,5,5,5,5,26,24,neutral or dissatisfied
112777,Female,Loyal Customer,36,Personal Travel,Eco,590,4,5,4,2,5,4,5,5,5,5,5,5,5,5,0,0,neutral or dissatisfied
84982,Male,Loyal Customer,52,Business travel,Business,1590,4,4,4,4,3,5,4,4,4,4,4,5,4,3,15,7,satisfied
112312,Male,disloyal Customer,20,Business travel,Business,853,5,0,5,1,2,5,2,2,4,4,4,5,4,2,8,0,satisfied
44666,Male,Loyal Customer,56,Business travel,Eco,173,3,1,1,1,3,3,3,3,4,4,4,5,5,3,0,0,satisfied
18784,Male,Loyal Customer,50,Business travel,Business,3468,5,5,5,5,5,2,2,4,4,4,4,5,4,4,2,0,satisfied
107411,Male,Loyal Customer,54,Business travel,Eco,468,3,5,5,5,3,3,3,3,2,4,4,1,4,3,12,4,neutral or dissatisfied
5990,Female,Loyal Customer,59,Business travel,Business,3747,3,4,3,3,3,5,5,4,4,4,4,5,4,4,59,47,satisfied
7577,Female,Loyal Customer,59,Business travel,Business,594,5,5,3,5,5,5,4,4,4,4,4,3,4,5,0,0,satisfied
10298,Female,disloyal Customer,49,Business travel,Business,316,1,1,1,3,4,1,4,4,3,3,4,3,4,4,0,1,neutral or dissatisfied
6977,Male,Loyal Customer,33,Business travel,Business,3845,1,3,3,3,1,1,1,1,1,5,3,1,4,1,0,0,neutral or dissatisfied
55539,Male,Loyal Customer,42,Business travel,Business,550,4,5,5,5,5,4,4,4,4,4,4,3,4,2,18,10,neutral or dissatisfied
122978,Male,Loyal Customer,60,Business travel,Business,3517,5,5,5,5,3,5,4,5,5,5,5,3,5,5,0,0,satisfied
81156,Male,disloyal Customer,26,Business travel,Business,700,3,3,3,2,5,3,5,5,4,4,5,4,4,,0,0,neutral or dissatisfied
32730,Male,Loyal Customer,58,Business travel,Eco,101,4,3,3,3,4,4,4,4,4,4,1,5,3,4,0,0,satisfied
97935,Female,Loyal Customer,49,Business travel,Business,2788,3,5,5,5,5,4,4,3,3,3,3,4,3,3,0,0,neutral or dissatisfied
47371,Male,Loyal Customer,51,Business travel,Business,599,3,2,2,2,2,3,3,3,3,3,3,4,3,3,35,30,neutral or dissatisfied
70071,Male,Loyal Customer,42,Personal Travel,Business,460,4,5,4,5,3,4,4,3,3,4,3,4,3,3,7,0,neutral or dissatisfied
51380,Female,Loyal Customer,39,Personal Travel,Eco Plus,447,3,4,3,5,4,3,4,4,5,2,5,5,5,4,68,120,neutral or dissatisfied
91718,Female,Loyal Customer,38,Business travel,Business,2089,4,4,4,4,4,5,4,3,3,4,3,5,3,4,0,1,satisfied
99509,Male,Loyal Customer,53,Personal Travel,Eco,283,4,4,4,1,5,4,5,5,3,2,4,3,4,5,0,6,neutral or dissatisfied
88634,Male,Loyal Customer,49,Personal Travel,Eco,406,2,4,2,1,2,2,2,2,2,4,3,3,4,2,2,0,neutral or dissatisfied
27692,Male,Loyal Customer,60,Personal Travel,Eco,1107,3,0,3,4,5,3,5,5,4,5,5,5,4,5,0,0,neutral or dissatisfied
56024,Female,Loyal Customer,36,Business travel,Business,2586,3,1,1,1,3,3,3,3,3,3,3,1,3,3,0,0,neutral or dissatisfied
88168,Female,Loyal Customer,49,Business travel,Eco,594,1,4,4,4,3,4,3,1,1,1,1,2,1,4,7,11,neutral or dissatisfied
69170,Female,Loyal Customer,36,Business travel,Business,187,0,5,0,4,3,5,5,3,3,5,5,4,3,3,0,12,satisfied
12536,Female,Loyal Customer,36,Business travel,Business,1625,2,1,1,1,2,,3,2,2,1,2,1,2,4,0,0,neutral or dissatisfied
33689,Male,Loyal Customer,58,Business travel,Business,1533,5,5,5,5,1,1,3,5,5,5,5,3,5,1,0,0,satisfied
46275,Female,Loyal Customer,7,Personal Travel,Eco,594,1,5,1,2,1,1,1,1,2,4,1,1,5,1,0,0,neutral or dissatisfied
99013,Female,Loyal Customer,45,Personal Travel,Eco Plus,543,4,1,2,3,5,3,4,2,2,2,2,2,2,2,3,0,neutral or dissatisfied
21184,Female,Loyal Customer,27,Business travel,Business,2134,4,4,4,4,5,5,5,5,5,2,5,4,2,5,51,40,satisfied
96545,Female,Loyal Customer,16,Personal Travel,Eco,436,5,5,5,2,4,5,4,4,3,5,4,3,5,4,0,0,satisfied
75094,Female,Loyal Customer,35,Business travel,Business,1744,4,4,4,4,3,3,5,4,4,4,4,4,4,5,0,0,satisfied
11282,Female,Loyal Customer,67,Personal Travel,Eco,74,3,1,3,4,4,3,3,4,4,,4,1,4,3,0,0,neutral or dissatisfied
120703,Male,Loyal Customer,46,Personal Travel,Eco,280,3,4,3,4,5,3,4,5,3,4,3,3,4,5,0,0,neutral or dissatisfied
122646,Male,Loyal Customer,53,Business travel,Business,3648,2,1,4,4,3,2,2,2,2,2,2,4,2,2,42,25,neutral or dissatisfied
16049,Male,Loyal Customer,34,Business travel,Business,3871,5,5,5,5,2,5,3,5,5,5,5,4,5,1,0,0,satisfied
127227,Male,Loyal Customer,56,Business travel,Eco,1460,2,5,5,5,3,2,3,3,2,5,4,2,3,3,0,0,neutral or dissatisfied
41620,Female,Loyal Customer,34,Business travel,Eco Plus,1464,0,0,0,3,2,0,2,2,5,5,4,4,5,2,3,14,satisfied
98191,Male,Loyal Customer,33,Business travel,Business,327,3,1,3,3,3,3,3,3,3,3,3,2,4,3,40,26,neutral or dissatisfied
73690,Female,Loyal Customer,38,Business travel,Business,192,2,5,5,5,2,3,4,2,2,2,2,1,2,4,0,3,neutral or dissatisfied
61814,Male,Loyal Customer,18,Personal Travel,Eco,1379,4,2,5,3,4,5,5,4,4,1,4,4,4,4,0,0,neutral or dissatisfied
58928,Male,Loyal Customer,16,Personal Travel,Eco,888,4,4,4,4,2,4,4,2,5,5,4,5,4,2,0,0,satisfied
111806,Female,Loyal Customer,51,Business travel,Business,3034,3,3,3,3,2,1,5,5,5,5,5,5,5,5,70,70,satisfied
66577,Female,Loyal Customer,48,Personal Travel,Eco,624,3,3,3,3,2,4,4,5,5,3,5,2,5,4,4,12,neutral or dissatisfied
4851,Male,disloyal Customer,61,Business travel,Business,408,5,5,5,3,2,5,4,2,3,4,4,3,,2,0,0,satisfied
112121,Male,Loyal Customer,51,Business travel,Business,977,4,4,4,4,2,4,4,4,4,4,4,3,4,4,13,5,satisfied
31853,Male,Loyal Customer,34,Business travel,Eco,2677,0,0,0,3,5,0,5,5,1,2,3,2,5,5,0,0,satisfied
75543,Female,disloyal Customer,24,Business travel,Business,337,5,0,4,3,5,4,5,5,3,2,5,3,4,5,0,0,satisfied
32587,Female,disloyal Customer,43,Business travel,Eco,163,2,0,2,4,4,2,4,4,4,3,2,4,5,4,0,3,neutral or dissatisfied
96961,Female,disloyal Customer,28,Business travel,Business,775,1,1,1,3,3,1,3,3,3,4,4,3,4,3,59,64,neutral or dissatisfied
35558,Female,Loyal Customer,53,Personal Travel,Eco,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0,neutral or dissatisfied
55734,Male,Loyal Customer,40,Business travel,Business,2161,5,5,5,5,4,5,4,5,5,5,5,5,5,3,0,0,satisfied
76658,Female,Loyal Customer,63,Personal Travel,Eco,516,1,4,1,4,3,5,5,3,3,1,3,4,3,5,0,0,neutral or dissatisfied
78232,Male,Loyal Customer,60,Personal Travel,Eco,259,2,1,2,3,5,2,5,5,4,4,3,1,4,5,0,0,neutral or dissatisfied
15825,Female,disloyal Customer,59,Business travel,Business,195,2,2,2,1,4,2,4,4,4,5,5,4,5,4,0,0,neutral or dissatisfied
30513,Male,Loyal Customer,51,Business travel,Eco,377,5,1,1,1,5,5,5,5,5,3,5,4,5,5,1,0,satisfied
64734,Male,Loyal Customer,78,Business travel,Business,2703,3,4,4,4,1,4,4,3,3,3,3,2,3,3,5,0,neutral or dissatisfied
124560,Male,disloyal Customer,24,Business travel,Eco,453,3,5,3,2,4,3,4,4,3,3,5,3,4,4,17,32,neutral or dissatisfied
3214,Female,Loyal Customer,67,Personal Travel,Eco Plus,693,3,1,3,1,5,1,2,1,1,3,1,1,1,4,100,91,neutral or dissatisfied
55996,Male,disloyal Customer,22,Business travel,Eco,2586,4,4,4,1,4,5,5,3,5,5,4,5,3,5,177,225,satisfied
79996,Female,Loyal Customer,11,Personal Travel,Eco,1010,3,5,3,5,2,3,2,2,4,1,1,4,3,2,0,13,neutral or dissatisfied
121232,Male,Loyal Customer,51,Business travel,Business,2075,5,5,5,5,2,,5,5,5,5,5,3,5,3,0,0,satisfied
108944,Male,Loyal Customer,29,Business travel,Eco Plus,1066,4,1,1,1,4,4,4,4,4,5,3,4,4,4,129,119,neutral or dissatisfied
54128,Female,disloyal Customer,29,Business travel,Eco,1400,1,0,0,4,3,1,3,3,2,4,2,1,5,3,1,0,neutral or dissatisfied
125493,Male,Loyal Customer,29,Personal Travel,Eco Plus,2979,2,2,2,4,2,5,5,3,2,3,4,5,4,5,0,0,neutral or dissatisfied
111933,Male,Loyal Customer,7,Personal Travel,Business,533,2,4,2,2,1,2,4,1,3,4,5,5,4,1,0,0,neutral or dissatisfied
69411,Female,Loyal Customer,70,Business travel,Business,2437,2,3,3,3,1,4,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
4836,Male,Loyal Customer,58,Business travel,Business,3748,5,5,5,5,2,4,4,5,5,5,5,3,5,4,0,9,satisfied
10774,Male,Loyal Customer,45,Business travel,Business,1677,0,5,0,2,5,5,4,1,1,1,1,4,1,4,0,0,satisfied
73395,Male,Loyal Customer,32,Business travel,Business,1182,1,0,0,3,5,0,4,5,3,3,4,1,4,5,0,0,neutral or dissatisfied
22732,Female,Loyal Customer,45,Business travel,Business,2311,4,4,4,4,4,2,3,5,5,5,5,5,5,3,0,0,satisfied
77276,Female,Loyal Customer,48,Business travel,Business,1931,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,0,satisfied
22047,Female,Loyal Customer,33,Personal Travel,Business,304,1,4,1,4,4,4,3,3,3,1,3,2,3,4,5,0,neutral or dissatisfied
75890,Male,Loyal Customer,60,Business travel,Business,1999,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0,satisfied
122276,Female,Loyal Customer,70,Personal Travel,Eco,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0,neutral or dissatisfied
17675,Male,Loyal Customer,32,Personal Travel,Eco,282,3,2,3,3,1,3,1,1,4,5,3,4,3,1,0,5,neutral or dissatisfied
4920,Female,Loyal Customer,67,Personal Travel,Eco,1020,3,4,3,4,4,5,4,3,3,3,3,3,3,1,0,0,neutral or dissatisfied
94711,Male,Loyal Customer,43,Business travel,Business,293,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0,satisfied
59106,Male,Loyal Customer,57,Personal Travel,Eco,1846,3,4,3,1,1,3,1,1,3,5,4,4,5,1,18,23,neutral or dissatisfied
86401,Female,Loyal Customer,57,Business travel,Business,712,2,2,2,2,5,4,5,4,4,4,4,5,4,5,11,0,satisfied
111080,Female,Loyal Customer,57,Personal Travel,Eco,197,3,4,3,3,5,5,5,,5,3,5,4,5,4,26,15,neutral or dissatisfied
89722,Male,Loyal Customer,17,Personal Travel,Eco,950,4,2,4,3,1,4,1,1,3,5,3,2,3,1,107,91,neutral or dissatisfied
79405,Male,Loyal Customer,47,Business travel,Business,509,3,3,3,3,4,3,3,3,3,3,3,2,3,2,0,0,neutral or dissatisfied
21247,Male,Loyal Customer,22,Business travel,Eco Plus,317,3,3,3,3,3,3,1,3,1,3,3,3,2,3,70,71,neutral or dissatisfied
9315,Female,Loyal Customer,59,Business travel,Business,419,2,5,5,5,4,3,3,2,2,2,2,1,2,2,12,4,neutral or dissatisfied
115641,Male,disloyal Customer,21,Business travel,Eco,447,2,2,1,4,1,1,1,1,4,4,3,4,3,1,7,0,neutral or dissatisfied
47234,Female,Loyal Customer,68,Personal Travel,Eco Plus,965,1,4,1,1,5,5,4,2,2,1,2,3,2,5,0,0,neutral or dissatisfied
65875,Male,Loyal Customer,27,Personal Travel,Eco,1389,5,5,4,1,3,4,3,3,3,5,5,4,5,3,0,0,satisfied
46939,Male,Loyal Customer,60,Personal Travel,Eco,846,3,4,3,4,1,3,1,1,3,5,5,4,5,1,0,0,neutral or dissatisfied
95360,Male,Loyal Customer,45,Personal Travel,Eco,293,2,4,2,4,3,,3,3,4,4,4,3,4,3,8,3,neutral or dissatisfied
28225,Male,Loyal Customer,46,Personal Travel,Eco Plus,834,4,5,4,4,1,4,1,1,5,2,5,5,5,1,0,1,neutral or dissatisfied
32116,Male,disloyal Customer,21,Business travel,Eco,101,1,3,1,4,4,1,4,4,4,3,2,4,3,4,0,0,neutral or dissatisfied
92784,Male,Loyal Customer,62,Personal Travel,Eco,1671,3,4,3,4,1,3,3,1,3,1,4,1,3,1,12,2,neutral or dissatisfied
86170,Male,Loyal Customer,60,Business travel,Business,2503,3,3,3,3,4,5,4,4,4,4,4,3,4,3,6,0,satisfied
12850,Female,Loyal Customer,48,Personal Travel,Eco,817,2,2,2,4,5,4,4,2,2,2,2,3,2,1,2,0,neutral or dissatisfied
56334,Female,Loyal Customer,51,Business travel,Business,3442,2,2,2,2,4,4,5,5,5,5,4,4,5,5,4,0,satisfied
16606,Female,disloyal Customer,28,Business travel,Eco,1008,3,2,2,3,1,2,1,1,5,3,3,4,2,1,0,0,neutral or dissatisfied
122795,Female,Loyal Customer,16,Business travel,Business,599,5,5,4,5,3,3,3,3,5,4,5,4,5,3,0,3,satisfied
12307,Female,Loyal Customer,45,Business travel,Business,2119,2,2,5,2,3,4,5,4,4,4,3,1,4,4,108,96,satisfied
21670,Male,Loyal Customer,31,Business travel,Business,708,4,4,4,4,3,3,3,3,4,2,1,4,3,3,3,0,satisfied
44418,Male,disloyal Customer,18,Business travel,Eco Plus,342,1,1,1,3,3,1,3,3,2,1,4,1,3,3,32,41,neutral or dissatisfied
121453,Male,disloyal Customer,21,Business travel,Eco,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1,neutral or dissatisfied
92447,Male,Loyal Customer,41,Business travel,Eco,1892,3,4,5,4,2,3,2,2,3,1,4,1,4,2,0,0,neutral or dissatisfied
90330,Female,Loyal Customer,,Business travel,Business,3262,2,2,2,2,3,4,5,4,4,4,4,4,4,4,9,2,satisfied
111262,Male,Loyal Customer,51,Business travel,Business,459,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0,satisfied
85058,Male,Loyal Customer,19,Personal Travel,Business,696,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0,0,neutral or dissatisfied
120763,Female,disloyal Customer,20,Business travel,Eco,678,3,3,3,5,4,3,5,4,4,4,5,5,5,4,0,0,neutral or dissatisfied
80795,Female,Loyal Customer,56,Business travel,Business,2301,5,5,5,5,5,4,5,5,5,5,5,3,5,5,0,0,satisfied
66103,Female,Loyal Customer,56,Business travel,Business,2607,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0,satisfied
26363,Female,disloyal Customer,28,Business travel,Eco,894,3,2,2,5,1,2,1,1,3,3,2,5,3,1,3,2,neutral or dissatisfied
103877,Male,Loyal Customer,40,Personal Travel,Eco,882,1,5,1,5,2,1,5,2,4,5,2,5,2,2,33,21,neutral or dissatisfied
38589,Female,Loyal Customer,70,Personal Travel,Eco Plus,2475,2,3,2,3,2,4,4,1,1,2,1,4,1,3,0,0,neutral or dissatisfied
106370,Male,Loyal Customer,30,Business travel,Business,2486,1,1,1,1,4,4,4,4,4,4,4,5,4,4,101,102,satisfied
45747,Female,Loyal Customer,69,Personal Travel,Business,391,2,4,2,2,2,3,5,4,4,2,2,3,4,4,0,0,neutral or dissatisfied
111347,Female,Loyal Customer,53,Business travel,Business,777,4,2,4,4,4,5,4,5,5,5,5,4,5,4,1,0,satisfied
27303,Male,Loyal Customer,46,Business travel,Business,956,4,4,4,4,2,4,3,3,3,4,3,2,3,1,0,0,satisfied
78815,Female,Loyal Customer,14,Personal Travel,Eco,447,2,5,1,4,2,1,2,2,5,5,2,4,1,2,0,0,neutral or dissatisfied
44683,Male,Loyal Customer,45,Business travel,Business,67,3,5,5,5,3,4,4,3,3,3,3,1,3,1,53,56,neutral or dissatisfied
30154,Male,Loyal Customer,70,Personal Travel,Eco,204,1,3,0,2,4,0,3,4,2,2,2,2,2,4,44,48,neutral or dissatisfied
28399,Female,Loyal Customer,49,Business travel,Business,1489,3,5,1,5,5,4,4,3,3,3,3,4,3,3,0,8,neutral or dissatisfied
104212,Male,Loyal Customer,16,Business travel,Eco,680,5,3,3,3,5,4,2,5,3,2,4,3,3,5,22,18,neutral or dissatisfied
85989,Female,Loyal Customer,55,Business travel,Business,2271,2,2,2,2,5,5,4,5,5,5,5,4,5,3,1,0,satisfied
27078,Male,disloyal Customer,24,Business travel,Eco,834,4,4,4,4,5,,5,5,1,2,5,3,1,5,14,0,satisfied
18513,Female,Loyal Customer,55,Business travel,Business,2187,0,4,0,2,4,4,5,4,3,2,5,5,2,5,277,275,satisfied
14827,Male,Loyal Customer,10,Personal Travel,Eco,314,1,4,1,4,2,1,2,2,2,1,3,1,4,2,43,33,neutral or dissatisfied
11102,Female,Loyal Customer,8,Personal Travel,Eco,316,3,5,3,1,4,3,3,4,1,2,5,4,1,4,0,0,neutral or dissatisfied
77464,Male,disloyal Customer,66,Business travel,Business,507,1,1,1,5,3,1,3,3,4,5,5,5,,3,0,0,neutral or dissatisfied
54476,Male,Loyal Customer,30,Business travel,Business,3468,3,5,4,5,3,3,3,3,4,1,4,2,4,3,14,0,neutral or dissatisfied
67813,Female,Loyal Customer,58,Business travel,Business,2294,1,1,1,1,5,2,1,5,5,5,5,2,5,2,0,0,satisfied
18797,Male,Loyal Customer,44,Business travel,Business,3933,3,3,3,3,5,2,3,5,5,5,5,4,5,1,0,1,satisfied
87248,Male,Loyal Customer,58,Business travel,Business,3463,1,1,1,1,2,4,4,5,5,5,5,4,5,5,118,109,satisfied
94453,Male,Loyal Customer,51,Business travel,Business,562,3,3,3,3,,5,4,5,5,5,5,5,5,3,0,3,satisfied
102615,Female,Loyal Customer,43,Business travel,Business,1294,2,2,5,2,5,5,5,,3,3,3,3,3,4,0,0,satisfied
16167,Female,Loyal Customer,55,Business travel,Business,3071,1,4,4,4,2,3,3,2,2,2,1,3,2,2,0,4,neutral or dissatisfied
107311,Male,Loyal Customer,13,Personal Travel,Eco,283,2,1,2,3,3,2,5,3,1,5,4,4,4,3,52,37,neutral or dissatisfied
85694,Male,disloyal Customer,27,Business travel,Business,1547,4,4,4,4,3,4,3,3,5,4,5,3,5,3,21,0,satisfied
107206,Male,Loyal Customer,63,Personal Travel,Eco,402,1,4,5,2,3,5,3,3,5,5,5,5,5,3,2,0,neutral or dissatisfied
68941,Male,Loyal Customer,55,Personal Travel,Eco,646,4,4,4,3,1,4,1,1,4,1,3,4,4,1,0,0,neutral or dissatisfied
101867,Female,Loyal Customer,18,Business travel,Eco,1747,0,5,5,5,0,1,4,0,4,3,4,2,4,0,86,59,neutral or dissatisfied
97599,Male,Loyal Customer,42,Business travel,Business,3787,2,2,2,2,3,4,4,2,2,2,2,2,2,3,20,17,neutral or dissatisfied
14911,Male,Loyal Customer,8,Personal Travel,Eco,240,0,5,0,2,5,0,3,5,3,5,4,3,5,5,0,0,satisfied
73517,Female,Loyal Customer,45,Business travel,Business,2793,3,3,3,3,,5,5,4,4,4,4,4,4,4,38,33,satisfied
85698,Female,Loyal Customer,31,Business travel,Business,1547,2,1,1,1,2,2,2,2,3,3,2,2,3,2,5,0,neutral or dissatisfied
76402,Male,Loyal Customer,47,Business travel,Business,2674,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,0,satisfied
88894,Male,Loyal Customer,53,Business travel,Business,859,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0,satisfied
45319,Male,disloyal Customer,43,Business travel,Eco,188,3,2,4,4,5,4,5,5,3,4,4,2,3,5,0,0,neutral or dissatisfied
57468,Female,Loyal Customer,73,Business travel,Eco Plus,334,2,2,2,2,,3,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
42954,Male,Loyal Customer,59,Business travel,Eco,236,4,2,2,2,5,4,5,5,5,2,4,1,2,,0,0,satisfied
7493,Female,Loyal Customer,47,Business travel,Business,1992,4,4,4,4,5,5,5,5,5,5,5,3,5,3,0,0,satisfied
122167,Male,Loyal Customer,46,Business travel,Business,541,4,4,4,4,4,4,5,4,4,4,4,4,4,4,47,70,satisfied
62349,Female,Loyal Customer,54,Business travel,Business,1735,4,4,4,4,4,5,5,4,4,4,4,4,4,3,73,44,satisfied
14244,Female,Loyal Customer,34,Business travel,Business,2974,4,2,4,4,5,5,4,4,4,4,4,5,4,,0,0,satisfied
86672,Female,Loyal Customer,41,Personal Travel,Eco Plus,746,3,5,3,4,5,3,3,3,3,3,3,5,3,4,4,28,neutral or dissatisfied
85577,Female,Loyal Customer,80,Business travel,Business,3464,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0,satisfied
119409,Female,Loyal Customer,56,Business travel,Business,3167,4,4,4,4,2,4,4,3,3,3,3,4,3,5,0,0,satisfied
128167,Female,disloyal Customer,22,Business travel,Eco,928,3,3,3,3,1,,1,1,4,5,4,4,5,1,12,0,satisfied
2537,Female,Loyal Customer,35,Business travel,Business,181,0,4,0,4,2,4,4,4,4,4,4,5,4,3,6,14,satisfied
14671,Male,Loyal Customer,55,Business travel,Business,3584,2,2,2,2,5,1,1,2,2,2,2,3,2,3,0,0,neutral or dissatisfied
22004,Male,Loyal Customer,,Personal Travel,Eco,448,4,4,4,4,4,1,3,5,3,5,4,3,4,3,146,125,neutral or dissatisfied
